T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,target,Cluster
-79,-69,-66,-65,-64,-78,-80,-67,-61,-81,-78,-81,-80,-60,-70,-64,-67,-68,B54,121
-78,-79,-70,-68,-66,-73,-64,-70,-60,-77,-81,-79,-80,-80,-80,-70,-60,-59,B74,171
-70,-77,-67,-66,-37,-56,-66,-66,-78,-63,-64,-65,-54,-61,-54,-64,-65,-70,A38,163
-66,-66,-65,-68,-67,-53,-60,-73,-69,-78,-65,-64,-58,-59,-50,-57,-66,-60,A53,27
-68,-70,-73,-67,-77,-62,-63,-73,-65,-62,-63,-62,-68,-56,-51,-54,-62,-58,A58,45
-62,-58,-62,-55,-65,-51,-66,-78,-68,-66,-62,-74,-53,-65,-58,-71,-62,-70,A37,-1
-65,-61,-53,-66,-62,-78,-83,-76,-69,-67,-56,-63,-59,-71,-62,-63,-69,-80,A26,145
-62,-76,-75,-73,-76,-69,-95,-77,-82,-64,-64,-62,-73,-82,-78,-79,-70,-81,A13,187
-55,-60,-60,-72,-68,-64,-67,-68,-72,-51,-53,-63,-66,-64,-69,-71,-73,-66,A12,57
-67,-70,-65,-70,-69,-64,-62,-58,-47,-73,-61,-75,-76,-61,-71,-58,-52,-44,B75,122
-65,-56,-51,-47,-68,-71,-78,-71,-67,-59,-52,-51,-55,-58,-57,-71,-65,-69,A31,73
-62,-69,-76,-73,-74,-69,-84,-75,-79,-64,-64,-62,-72,-84,-81,-79,-70,-82,A13,108
-65,-55,-59,-48,-56,-55,-58,-60,-56,-65,-66,-59,-47,-57,-71,-60,-74,-71,B31,17
-76,-71,-79,-74,-69,-69,-73,-62,-56,-75,-80,-80,-86,-72,-74,-63,-56,-51,A78,146
-73,-76,-75,-69,-76,-71,-72,-55,-61,-78,-77,-76,-70,-62,-77,-78,-70,-62,B77,115
-51,-58,-50,-54,-67,-57,-66,-72,-65,-56,-52,-53,-62,-64,-64,-60,-83,-72,B12,136
-66,-60,-65,-55,-57,-53,-76,-67,-84,-54,-69,-61,-53,-62,-64,-63,-70,-73,A33,33
-79,-80,-74,-69,-68,-69,-68,-64,-60,-76,-75,-75,-83,-64,-61,-56,-67,-63,A66,26
-73,-72,-64,-75,-61,-55,-61,-67,-69,-77,-67,-62,-65,-61,-51,-55,-71,-71,A45,198
-70,-67,-73,-63,-66,-45,-57,-70,-60,-63,-78,-65,-54,-39,-45,-58,-60,-67,A51,101
-66,-58,-56,-69,-64,-54,-51,-56,-54,-66,-63,-66,-60,-45,-46,-50,-51,-57,B47,114
-71,-68,-60,-57,-58,-56,-70,-65,-72,-65,-63,-66,-50,-80,-69,-64,-72,-82,A37,123
-55,-56,-62,-62,-65,-71,-67,-69,-71,-62,-54,-72,-58,-68,-65,-95,-66,-67,A8,97
-63,-77,-61,-60,-70,-56,-66,-71,-76,-63,-57,-57,-57,-74,-63,-61,-73,-77,A29,143
-68,-69,-63,-65,-74,-86,-81,-84,-84,-75,-62,-71,-69,-78,-89,-77,-86,-95,B21,68
-81,-74,-72,-66,-66,-73,-63,-68,-60,-75,-83,-80,-77,-81,-81,-68,-58,-59,B74,171
-79,-63,-61,-61,-62,-52,-66,-67,-68,-62,-68,-63,-57,-68,-55,-62,-68,-71,A42,91
-56,-58,-70,-69,-73,-73,-82,-79,-84,-50,-57,-58,-64,-79,-81,-78,-72,-80,A3,54
-74,-70,-83,-75,-71,-73,-70,-61,-57,-80,-85,-78,-76,-68,-72,-62,-55,-48,A78,146
-68,-66,-71,-62,-65,-45,-56,-67,-71,-62,-80,-64,-53,-39,-45,-58,-58,-65,A51,101
-55,-56,-62,-63,-65,-71,-67,-70,-70,-61,-54,-74,-58,-67,-65,-95,-66,-67,A8,97
-61,-55,-61,-49,-73,-64,-77,-63,-59,-59,-54,-48,-60,-60,-63,-59,-67,-74,B24,72
-67,-66,-63,-60,-62,-48,-64,-65,-82,-61,-58,-76,-57,-52,-53,-55,-59,-64,A48,167
-72,-79,-95,-71,-81,-72,-60,-55,-61,-71,-70,-80,-68,-76,-66,-61,-56,-64,A62,42
-63,-71,-64,-71,-77,-68,-95,-80,-75,-63,-68,-70,-81,-95,-75,-95,-82,-95,B5,37
-78,-69,-75,-67,-68,-63,-83,-65,-49,-73,-76,-80,-66,-70,-73,-56,-66,-52,A73,83
-76,-67,-75,-67,-67,-64,-73,-64,-49,-76,-74,-77,-65,-71,-70,-57,-66,-53,A73,83
-76,-74,-70,-70,-58,-60,-60,-46,-54,-73,-66,-75,-72,-55,-62,-55,-45,-53,B67,94
-71,-72,-71,-72,-74,-58,-62,-62,-67,-75,-72,-72,-64,-63,-53,-52,-64,-68,A57,-1
-55,-45,-62,-55,-57,-54,-69,-64,-63,-50,-55,-60,-61,-61,-61,-62,-61,-64,B11,90
-74,-67,-74,-67,-69,-62,-77,-64,-49,-73,-77,-78,-65,-68,-75,-56,-64,-52,A73,83
-67,-73,-60,-64,-52,-48,-67,-67,-66,-61,-76,-63,-54,-56,-58,-57,-62,-64,A39,168
-69,-76,-76,-72,-65,-59,-66,-63,-61,-68,-66,-71,-61,-71,-60,-59,-52,-59,A61,109
-59,-61,-57,-55,-50,-64,-54,-58,-64,-70,-61,-66,-55,-48,-62,-62,-59,-64,B40,21
-71,-56,-50,-56,-56,-74,-59,-72,-75,-64,-70,-68,-61,-58,-65,-68,-65,-67,B30,19
-50,-67,-74,-73,-71,-65,-81,-81,-70,-50,-54,-59,-69,-68,-73,-65,-83,-79,A3,-1
-95,-95,-65,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,A34,-1
-48,-50,-69,-65,-66,-65,-68,-75,-74,-57,-62,-68,-66,-79,-75,-75,-73,-83,B2,128
-54,-38,-55,-66,-61,-62,-65,-70,-62,-53,-55,-53,-66,-68,-72,-60,-68,-76,A19,2
-72,-70,-69,-73,-61,-72,-58,-54,-56,-95,-76,-79,-74,-54,-63,-61,-78,-58,B73,28
-70,-80,-73,-69,-71,-64,-75,-55,-45,-76,-67,-67,-67,-60,-77,-63,-53,-40,B71,75
-55,-47,-55,-65,-67,-65,-63,-72,-66,-44,-55,-63,-59,-64,-59,-73,-65,-67,A20,133
-62,-59,-54,-62,-49,-47,-63,-57,-57,-57,-61,-61,-51,-56,-61,-65,-67,-63,A40,205
-76,-66,-63,-68,-70,-58,-78,-73,-74,-77,-78,-80,-73,-60,-54,-73,-73,-70,B46,98
-63,-72,-60,-54,-63,-53,-75,-68,-64,-57,-70,-56,-57,-71,-61,-66,-68,-63,A36,36
-71,-62,-68,-85,-71,-78,-81,-82,-84,-60,-68,-69,-83,-71,-74,-82,-86,-82,B1,129
-54,-45,-57,-51,-61,-61,-73,-95,-62,-54,-56,-61,-60,-60,-67,-62,-64,-66,B8,235
-61,-59,-52,-53,-49,-67,-57,-76,-65,-77,-67,-75,-47,-58,-69,-80,-63,-63,B35,117
-64,-64,-62,-70,-60,-59,-49,-60,-66,-58,-67,-62,-58,-53,-49,-44,-56,-63,A59,102
-55,-46,-57,-69,-68,-58,-73,-67,-66,-49,-62,-52,-59,-65,-65,-70,-64,-65,A16,148
-64,-71,-63,-68,-61,-57,-61,-54,-66,-70,-68,-65,-73,-65,-50,-45,-52,-50,A72,103
-62,-58,-50,-46,-71,-75,-77,-66,-64,-59,-50,-51,-53,-59,-57,-66,-67,-72,A31,73
-61,-66,-53,-59,-66,-68,-76,-70,-66,-53,-62,-64,-71,-70,-76,-80,-79,-75,B14,7
-73,-68,-74,-70,-73,-67,-59,-63,-56,-73,-82,-72,-69,-59,-64,-71,-55,-50,B69,144
-56,-43,-51,-66,-66,-61,-78,-67,-69,-47,-50,-54,-61,-63,-65,-64,-62,-66,A24,52
-63,-76,-61,-61,-69,-56,-66,-71,-74,-63,-56,-57,-57,-76,-64,-62,-69,-75,A29,143
-64,-70,-60,-66,-57,-57,-58,-62,-50,-84,-63,-70,-60,-59,-70,-67,-61,-45,B76,155
-50,-57,-62,-73,-69,-63,-76,-84,-72,-45,-63,-65,-55,-74,-62,-72,-64,-69,A11,78
-63,-69,-60,-54,-64,-53,-78,-68,-64,-57,-72,-56,-56,-73,-60,-66,-66,-63,A36,36
-65,-61,-56,-45,-53,-60,-69,-55,-66,-60,-73,-62,-59,-74,-57,-55,-67,-58,B32,104
-63,-69,-63,-65,-68,-55,-59,-53,-51,-56,-69,-71,-57,-55,-58,-53,-49,-52,A75,5
-66,-64,-70,-61,-58,-61,-53,-58,-63,-81,-74,-86,-67,-62,-56,-61,-67,-65,B45,106
-64,-71,-63,-68,-61,-57,-61,-56,-66,-71,-68,-65,-73,-64,-50,-45,-52,-50,A72,103
-56,-47,-58,-68,-68,-58,-72,-66,-66,-48,-60,-47,-59,-64,-66,-69,-64,-65,A16,148
-73,-60,-68,-56,-57,-53,-78,-67,-70,-54,-68,-67,-53,-62,-61,-63,-65,-73,A33,-1
-72,-70,-68,-73,-61,-72,-58,-54,-54,-95,-76,-78,-74,-54,-63,-61,-76,-58,B73,28
-62,-68,-63,-65,-69,-55,-60,-52,-51,-56,-70,-71,-58,-55,-57,-52,-50,-49,A75,5
-63,-70,-60,-54,-64,-53,-95,-67,-63,-57,-71,-57,-95,-70,-60,-64,-69,-63,A36,-1
-77,-73,-62,-63,-65,-64,-56,-61,-56,-78,-72,-74,-66,-62,-51,-55,-61,-61,B49,61
-68,-66,-67,-66,-62,-72,-68,-60,-58,-78,-71,-70,-69,-66,-70,-57,-60,-57,B57,14
-63,-59,-62,-58,-61,-69,-52,-55,-61,-64,-65,-68,-75,-50,-57,-53,-61,-65,B48,179
-59,-53,-63,-68,-77,-73,-75,-77,-85,-62,-56,-64,-70,-77,-76,-79,-95,-80,B18,25
-55,-61,-59,-72,-68,-64,-66,-68,-73,-51,-52,-64,-65,-64,-69,-71,-73,-65,A12,57
-65,-58,-56,-65,-68,-60,-74,-78,-71,-54,-61,-57,-59,-66,-64,-66,-70,-81,A21,176
-66,-63,-65,-67,-70,-66,-62,-58,-47,-71,-63,-72,-84,-61,-73,-58,-51,-44,B75,122
-77,-79,-73,-69,-68,-70,-68,-66,-59,-77,-75,-74,-83,-64,-61,-55,-66,-64,A66,26
-65,-62,-57,-55,-50,-64,-54,-58,-64,-77,-63,-66,-54,-47,-63,-63,-60,-64,B40,21
-63,-58,-50,-48,-69,-70,-78,-73,-69,-59,-52,-51,-54,-59,-57,-71,-66,-71,A31,73
-64,-62,-54,-45,-55,-62,-69,-55,-66,-61,-74,-62,-60,-71,-56,-55,-66,-59,B32,104
-73,-73,-75,-67,-68,-64,-58,-50,-48,-81,-73,-70,-63,-63,-66,-46,-55,-66,B55,158
-64,-68,-63,-68,-69,-65,-60,-78,-67,-75,-71,-63,-58,-51,-50,-55,-61,-57,A49,124
-83,-76,-75,-75,-65,-64,-68,-52,-55,-76,-73,-74,-72,-61,-65,-62,-54,-62,B61,1
-74,-67,-69,-72,-71,-70,-57,-56,-59,-75,-83,-71,-67,-58,-66,-65,-55,-53,B69,144
-76,-74,-69,-70,-59,-60,-60,-45,-55,-73,-66,-75,-72,-55,-62,-55,-45,-53,B67,94
-71,-79,-58,-62,-51,-48,-65,-67,-65,-61,-75,-63,-57,-55,-56,-57,-63,-64,A39,168
-77,-73,-61,-62,-64,-64,-56,-63,-55,-78,-71,-78,-65,-64,-46,-55,-64,-63,B49,61
-63,-57,-56,-59,-49,-47,-63,-57,-58,-58,-63,-59,-51,-55,-61,-60,-66,-64,A40,205
-69,-70,-72,-68,-69,-68,-63,-56,-54,-84,-85,-75,-68,-60,-64,-75,-57,-69,B65,157
-66,-61,-59,-57,-62,-54,-61,-60,-63,-69,-74,-71,-65,-53,-72,-78,-67,-68,B41,58
-73,-53,-63,-51,-58,-68,-63,-62,-68,-65,-63,-62,-53,-61,-59,-70,-66,-72,B25,82
-62,-71,-63,-59,-54,-69,-51,-51,-52,-73,-68,-64,-62,-63,-51,-61,-69,-61,B51,47
-57,-69,-53,-64,-64,-62,-69,-67,-67,-58,-57,-53,-63,-65,-73,-67,-60,-65,A28,186
-72,-80,-68,-69,-71,-78,-66,-63,-62,-82,-76,-81,-70,-64,-70,-64,-64,-45,A79,38
-71,-66,-64,-81,-66,-68,-59,-58,-54,-80,-85,-77,-77,-68,-62,-56,-55,-59,B57,237
-64,-58,-64,-56,-48,-61,-85,-70,-73,-57,-50,-56,-50,-58,-58,-55,-65,-82,A39,197
-74,-73,-64,-73,-58,-55,-62,-63,-73,-77,-65,-61,-62,-59,-50,-55,-73,-73,A45,198
-73,-68,-78,-71,-67,-76,-59,-65,-63,-86,-82,-80,-70,-61,-67,-61,-66,-63,B58,134
-80,-69,-66,-64,-63,-77,-83,-67,-62,-83,-80,-78,-83,-60,-71,-63,-68,-67,B54,121
-66,-62,-80,-72,-54,-45,-63,-65,-61,-57,-58,-56,-52,-40,-53,-58,-59,-62,A47,113
-80,-85,-65,-76,-65,-70,-64,-61,-64,-77,-83,-74,-73,-63,-74,-67,-49,-64,B62,151
-80,-63,-61,-62,-61,-52,-65,-64,-68,-63,-68,-63,-56,-65,-55,-61,-66,-68,A42,91
-63,-69,-65,-64,-66,-61,-49,-54,-49,-72,-78,-77,-70,-51,-63,-47,-51,-60,B59,63
-73,-53,-64,-51,-58,-68,-63,-61,-68,-65,-62,-64,-54,-61,-59,-70,-66,-72,B25,82
-64,-65,-76,-69,-57,-57,-53,-55,-64,-69,-69,-69,-63,-58,-53,-58,-64,-71,B45,35
-61,-61,-57,-55,-50,-65,-54,-58,-65,-69,-62,-63,-55,-48,-63,-62,-58,-64,B40,21
-68,-64,-68,-68,-62,-67,-67,-59,-62,-78,-73,-70,-68,-65,-69,-60,-55,-55,B57,14
-67,-65,-68,-81,-74,-82,-81,-95,-77,-63,-68,-61,-67,-69,-95,-77,-77,-76,A2,105
-71,-74,-70,-68,-83,-63,-65,-69,-66,-62,-64,-62,-63,-57,-50,-54,-61,-58,A58,45
-73,-68,-74,-70,-73,-67,-60,-63,-56,-73,-84,-73,-69,-61,-65,-70,-54,-51,B69,144
-53,-37,-55,-65,-62,-61,-66,-71,-62,-52,-56,-53,-65,-67,-72,-60,-66,-76,A19,2
-56,-47,-58,-53,-60,-61,-67,-83,-65,-52,-57,-56,-66,-58,-69,-61,-64,-68,B8,48
-56,-46,-59,-68,-68,-58,-73,-66,-66,-48,-59,-51,-59,-65,-67,-70,-64,-66,A16,148
-68,-78,-74,-71,-65,-59,-66,-63,-61,-68,-65,-71,-61,-71,-60,-59,-52,-59,B17,109
-71,-56,-50,-56,-56,-73,-59,-71,-75,-64,-70,-68,-61,-58,-65,-68,-65,-67,B30,19
-55,-59,-70,-69,-71,-69,-75,-80,-79,-49,-54,-57,-67,-78,-81,-79,-71,-78,A3,54
-72,-64,-53,-57,-60,-62,-61,-57,-62,-58,-64,-67,-53,-49,-57,-59,-63,-54,B36,49
-71,-73,-70,-68,-82,-63,-66,-69,-65,-62,-65,-64,-63,-57,-51,-54,-61,-58,A58,45
-56,-61,-63,-72,-69,-67,-77,-82,-72,-55,-56,-57,-61,-73,-67,-72,-81,-76,A14,50
-61,-56,-45,-66,-75,-58,-75,-68,-69,-55,-52,-45,-56,-71,-66,-71,-74,-70,A27,137
-69,-63,-67,-67,-61,-53,-62,-69,-66,-65,-62,-71,-54,-63,-56,-65,-61,-60,A41,193
-68,-72,-67,-71,-57,-45,-56,-66,-74,-64,-65,-65,-72,-52,-65,-48,-59,-63,A56,86
-50,-56,-60,-69,-68,-64,-95,-95,-74,-43,-66,-61,-56,-95,-64,-76,-65,-70,A11,-1
-61,-58,-60,-49,-69,-54,-63,-79,-61,-50,-61,-50,-56,-63,-70,-66,-62,-74,A32,39
-63,-64,-60,-69,-61,-60,-50,-61,-65,-58,-67,-62,-59,-53,-50,-44,-56,-64,A59,102
-55,-55,-74,-76,-71,-75,-78,-80,-83,-51,-55,-58,-66,-80,-80,-83,-71,-95,A10,181
-56,-69,-53,-63,-63,-62,-68,-66,-67,-58,-57,-54,-63,-64,-74,-64,-61,-65,A28,186
-64,-67,-63,-68,-69,-64,-62,-80,-66,-73,-71,-63,-58,-51,-50,-55,-61,-57,A49,124
-67,-66,-57,-59,-51,-54,-72,-67,-68,-75,-72,-68,-61,-62,-61,-74,-84,-71,B42,162
-64,-66,-61,-69,-64,-58,-51,-61,-64,-60,-63,-62,-60,-53,-49,-44,-57,-61,A59,102
-53,-50,-43,-68,-61,-56,-67,-67,-61,-60,-59,-67,-64,-69,-70,-65,-66,-65,A23,161
-60,-47,-64,-63,-68,-71,-80,-80,-76,-58,-58,-74,-66,-68,-72,-95,-73,-74,B10,164
-64,-70,-65,-68,-61,-57,-61,-54,-65,-71,-67,-66,-74,-65,-52,-45,-50,-50,A72,103
-67,-64,-71,-62,-58,-62,-53,-58,-63,-80,-73,-81,-67,-62,-56,-61,-67,-65,B45,106
-62,-70,-63,-59,-54,-69,-50,-51,-51,-73,-68,-64,-63,-64,-52,-61,-68,-62,B51,47
-69,-58,-56,-69,-62,-54,-52,-56,-53,-66,-63,-67,-60,-46,-46,-50,-51,-56,B47,114
-62,-66,-65,-67,-69,-61,-50,-54,-50,-71,-78,-71,-70,-51,-64,-47,-51,-58,B59,63
-67,-60,-60,-61,-51,-39,-59,-72,-50,-68,-71,-68,-61,-47,-57,-54,-66,-59,B39,64
-78,-74,-79,-69,-66,-58,-72,-61,-54,-70,-69,-95,-63,-68,-60,-55,-52,-55,B13,173
-66,-64,-70,-81,-76,-79,-81,-87,-78,-63,-68,-61,-67,-70,-95,-77,-77,-76,A2,105
-70,-59,-66,-55,-57,-53,-76,-67,-85,-53,-70,-61,-53,-61,-64,-63,-67,-73,A33,33
-66,-63,-74,-59,-65,-63,-57,-58,-66,-82,-74,-80,-65,-57,-61,-60,-68,-65,B45,178
-68,-61,-64,-59,-59,-71,-67,-73,-75,-69,-71,-75,-55,-68,-69,-74,-74,-80,B34,77
-76,-82,-65,-67,-63,-68,-55,-58,-58,-71,-73,-79,-68,-55,-66,-73,-61,-65,B53,215
-55,-58,-59,-72,-68,-64,-66,-68,-72,-52,-52,-64,-65,-64,-69,-71,-73,-66,A12,57
-60,-53,-63,-54,-52,-59,-59,-62,-56,-62,-43,-47,-61,-56,-71,-69,-68,-66,B19,149
-73,-73,-75,-66,-69,-64,-59,-50,-46,-81,-73,-70,-63,-62,-66,-46,-55,-66,B55,158
-62,-58,-55,-63,-79,-64,-82,-72,-79,-54,-49,-60,-61,-67,-59,-64,-72,-72,A25,208
-63,-70,-62,-59,-65,-62,-65,-63,-73,-68,-68,-63,-64,-61,-50,-57,-59,-66,A46,34
-64,-65,-74,-69,-57,-57,-53,-55,-66,-70,-70,-69,-63,-57,-51,-58,-64,-71,B45,35
-71,-68,-60,-57,-58,-56,-70,-66,-72,-65,-63,-68,-49,-77,-68,-64,-72,-81,A37,123
-71,-62,-55,-66,-66,-59,-75,-78,-76,-55,-61,-60,-62,-72,-74,-65,-73,-80,A25,-1
-77,-74,-67,-80,-69,-69,-62,-49,-55,-78,-72,-81,-67,-64,-67,-58,-57,-55,B80,8
-72,-66,-72,-67,-53,-52,-77,-64,-68,-67,-68,-65,-55,-62,-44,-55,-70,-66,A43,170
-74,-69,-75,-75,-61,-73,-63,-58,-51,-83,-76,-80,-74,-63,-65,-58,-66,-64,B78,184
-56,-65,-67,-76,-68,-64,-73,-76,-75,-56,-54,-56,-67,-72,-65,-66,-75,-72,A1,11
-65,-65,-69,-77,-74,-82,-80,-95,-77,-95,-67,-61,-66,-69,-95,-77,-77,-76,A2,260
-73,-64,-68,-63,-64,-56,-56,-47,-53,-62,-65,-65,-60,-58,-58,-76,-57,-50,B64,10
-59,-68,-71,-67,-57,-60,-55,-53,-61,-57,-65,-71,-57,-61,-51,-48,-57,-53,A63,81
-63,-71,-64,-71,-77,-68,-95,-80,-75,-64,-68,-70,-80,-95,-75,-95,-81,-95,B5,37
-76,-74,-71,-70,-58,-61,-59,-46,-53,-73,-65,-74,-73,-55,-62,-55,-44,-53,B67,94
-58,-57,-77,-77,-73,-76,-76,-77,-81,-49,-56,-58,-66,-81,-75,-95,-74,-78,A3,54
-73,-69,-69,-67,-54,-54,-70,-63,-69,-74,-69,-65,-53,-63,-47,-54,-69,-68,A43,170
-74,-81,-72,-68,-74,-63,-63,-75,-76,-73,-78,-70,-78,-61,-55,-61,-58,-67,A50,29
-84,-68,-67,-65,-63,-78,-85,-67,-62,-84,-78,-79,-82,-61,-68,-63,-67,-68,B54,121
-75,-71,-65,-67,-73,-63,-64,-68,-63,-63,-65,-62,-63,-56,-50,-53,-60,-58,A58,45
-56,-61,-77,-44,-56,-58,-56,-66,-60,-63,-62,-48,-58,-60,-68,-68,-69,-80,B27,152
-64,-71,-63,-66,-61,-57,-61,-54,-65,-70,-68,-65,-73,-65,-50,-45,-52,-50,A72,103
-63,-57,-72,-64,-77,-69,-80,-80,-78,-55,-47,-62,-62,-81,-68,-66,-79,-79,A18,135
-60,-56,-62,-49,-70,-63,-74,-63,-60,-58,-54,-48,-60,-59,-63,-59,-67,-73,B24,72
-63,-67,-72,-58,-56,-52,-67,-77,-71,-58,-56,-64,-56,-75,-59,-66,-76,-74,A33,204
-54,-57,-63,-64,-64,-75,-66,-69,-71,-62,-54,-73,-57,-67,-65,-95,-66,-67,A8,97
-78,-70,-71,-64,-64,-79,-79,-66,-61,-79,-81,-78,-80,-61,-69,-63,-67,-68,B54,121
-66,-59,-65,-55,-57,-53,-77,-67,-85,-54,-68,-61,-53,-61,-64,-64,-66,-74,A33,33
-64,-69,-67,-62,-65,-62,-49,-52,-47,-72,-74,-73,-68,-51,-63,-47,-52,-60,B59,63
-70,-74,-75,-73,-62,-80,-58,-58,-61,-74,-75,-69,-73,-65,-75,-56,-64,-66,B58,67
-64,-73,-65,-68,-61,-57,-61,-54,-65,-71,-67,-65,-74,-65,-52,-45,-50,-50,A72,103
-60,-57,-62,-49,-69,-62,-73,-62,-59,-59,-54,-48,-60,-59,-63,-59,-66,-73,B24,72
-51,-59,-49,-53,-71,-57,-66,-71,-66,-57,-54,-53,-62,-64,-64,-59,-82,-70,B12,136
-73,-70,-64,-69,-64,-62,-61,-41,-55,-62,-69,-67,-63,-62,-56,-49,-49,-57,A67,71
-67,-62,-67,-70,-68,-51,-46,-63,-65,-58,-62,-59,-52,-53,-45,-59,-62,-58,A55,89
-69,-63,-70,-66,-62,-72,-70,-59,-61,-83,-72,-70,-68,-68,-68,-57,-61,-58,B57,14
-53,-62,-61,-70,-68,-58,-76,-73,-75,-60,-55,-57,-61,-78,-62,-72,-67,-78,A17,-1
-65,-68,-61,-64,-61,-63,-54,-61,-57,-66,-70,-64,-67,-55,-56,-47,-63,-59,B52,125
-72,-62,-59,-64,-65,-64,-78,-81,-82,-59,-82,-61,-64,-83,-70,-72,-95,-73,A22,3
-74,-61,-69,-80,-70,-77,-80,-84,-83,-61,-69,-70,-78,-71,-75,-84,-95,-95,B1,217
-52,-57,-60,-69,-69,-64,-76,-81,-73,-43,-64,-62,-55,-75,-64,-78,-64,-69,A11,78
-42,-58,-71,-70,-75,-72,-75,-85,-84,-60,-67,-68,-65,-81,-86,-70,-75,-75,A6,138
-77,-75,-69,-71,-59,-61,-60,-46,-53,-72,-66,-75,-71,-55,-62,-54,-45,-53,B67,94
-50,-49,-70,-64,-63,-68,-68,-73,-76,-58,-61,-73,-67,-80,-72,-75,-73,-81,B2,128
-66,-69,-77,-63,-59,-64,-57,-64,-66,-62,-67,-69,-57,-57,-69,-53,-62,-56,A54,88
-59,-65,-65,-70,-75,-65,-72,-79,-84,-50,-56,-60,-62,-67,-67,-73,-75,-73,A4,62
-70,-65,-67,-73,-59,-56,-56,-51,-50,-73,-66,-77,-74,-72,-61,-64,-51,-45,B72,140
-59,-65,-65,-70,-76,-65,-73,-81,-84,-50,-54,-59,-62,-67,-68,-73,-75,-73,A4,62
-66,-69,-56,-53,-60,-62,-68,-70,-75,-54,-54,-68,-54,-70,-64,-69,-65,-79,A29,150
-48,-52,-64,-55,-58,-57,-63,-65,-54,-43,-56,-61,-68,-56,-67,-60,-78,-65,B7,132
-55,-46,-58,-51,-61,-62,-73,-79,-62,-54,-57,-60,-60,-59,-66,-63,-64,-67,B8,48
-72,-79,-84,-72,-79,-71,-60,-55,-61,-71,-71,-81,-66,-78,-67,-60,-56,-64,A62,202
-61,-60,-56,-55,-50,-62,-72,-64,-66,-68,-64,-61,-57,-59,-64,-65,-66,-68,B29,65
-75,-76,-69,-66,-64,-95,-66,-70,-60,-77,-78,-76,-85,-95,-95,-72,-60,-59,B74,-1
-53,-63,-52,-63,-60,-70,-59,-65,-61,-62,-52,-67,-54,-65,-67,-60,-62,-61,B16,79
-65,-59,-65,-55,-57,-53,-78,-67,-83,-54,-69,-61,-53,-61,-64,-63,-66,-73,A33,33
-59,-53,-62,-67,-77,-73,-74,-77,-83,-61,-56,-64,-70,-76,-77,-79,-95,-81,B18,25
-59,-53,-62,-67,-77,-74,-74,-77,-83,-62,-56,-64,-70,-77,-75,-79,-95,-81,B18,25
-55,-55,-73,-76,-71,-76,-78,-80,-84,-49,-55,-58,-66,-82,-79,-83,-71,-95,A10,181
-71,-56,-49,-56,-56,-74,-61,-70,-76,-64,-70,-68,-59,-58,-65,-68,-65,-67,B30,19
-71,-61,-66,-62,-63,-80,-70,-83,-85,-71,-82,-67,-64,-70,-87,-85,-79,-78,B33,126
-64,-69,-67,-65,-68,-62,-50,-53,-48,-72,-85,-73,-69,-51,-63,-47,-51,-60,B59,63
-65,-61,-52,-66,-62,-78,-81,-76,-70,-67,-56,-63,-59,-71,-62,-64,-69,-79,A26,145
-55,-59,-59,-72,-68,-64,-66,-68,-72,-51,-52,-64,-65,-64,-69,-71,-72,-66,A12,57
-68,-66,-57,-61,-52,-55,-75,-68,-67,-74,-72,-70,-61,-64,-61,-73,-78,-71,B42,162
-60,-60,-48,-45,-59,-55,-70,-58,-61,-62,-68,-44,-61,-64,-58,-59,-62,-62,B28,69
-65,-58,-56,-65,-67,-61,-74,-78,-71,-54,-62,-57,-59,-66,-64,-66,-70,-84,A21,176
-62,-58,-55,-63,-79,-64,-81,-72,-78,-53,-50,-59,-61,-67,-59,-64,-71,-72,A25,208
-81,-73,-68,-79,-68,-69,-62,-49,-56,-81,-72,-80,-68,-64,-67,-58,-57,-55,B80,8
-60,-61,-53,-56,-69,-60,-78,-70,-72,-69,-66,-56,-51,-67,-62,-72,-79,-66,A30,160
-61,-56,-56,-59,-48,-47,-63,-56,-57,-58,-62,-62,-52,-56,-59,-61,-64,-63,A40,205
-74,-62,-59,-61,-60,-52,-64,-65,-67,-62,-70,-63,-57,-69,-55,-62,-68,-70,A42,91
-71,-70,-66,-69,-69,-67,-61,-57,-47,-81,-64,-73,-77,-62,-70,-59,-52,-45,B75,122
-69,-62,-68,-66,-61,-53,-62,-69,-66,-64,-62,-71,-54,-63,-54,-66,-61,-60,A41,193
-71,-75,-74,-71,-62,-77,-57,-58,-60,-77,-79,-69,-73,-68,-78,-56,-65,-65,B58,67
-60,-46,-58,-54,-62,-61,-67,-74,-65,-53,-58,-54,-65,-58,-69,-61,-64,-68,B8,48
-70,-69,-66,-71,-56,-51,-63,-69,-71,-66,-66,-63,-54,-56,-55,-67,-61,-66,A41,6
-77,-80,-74,-69,-68,-68,-68,-65,-59,-77,-76,-74,-85,-64,-61,-56,-66,-63,A66,26
-67,-73,-63,-66,-66,-64,-61,-80,-66,-81,-72,-67,-58,-51,-50,-55,-62,-57,A49,124
-68,-76,-76,-71,-65,-59,-67,-63,-61,-69,-65,-72,-61,-71,-60,-59,-51,-58,B17,109
-44,-54,-64,-54,-60,-57,-63,-65,-54,-41,-56,-61,-68,-56,-67,-58,-79,-65,B7,132
